sugar to flour ratio,sugar index,bake temp,chill time,calories,density,pH,grams baking soda,bake time,weight,chocolate,nuts,butter type_melted,quality
-0.4644748612714146,0.8751684130959714,-0.94144499587307,-0.8946709484415175,0.3679775994869469,-0.33341505399082344,-0.7422101125365633,-0.6124601625291195,1.3376935267823733,0.3108133779831829,-1.444259632436594,-0.5580173463760417,0.566112326558221,8
-0.6045630205395621,-0.4517086941440471,-0.08398877585898286,0.20643996790008595,-0.042953873245630644,-0.12224183405499088,-0.37036928715096784,-0.33446636274779784,-1.7600196100015546,-0.7720543189672082,-1.444259632436594,-0.5580173463760417,0.566112326558221,7
-0.9547834187099312,-0.7513261054563093,-0.7075932995055917,0.14848676177684364,-0.16801997364250207,-2.4485532730257074,-0.06050193266296985,2.0979793853387676,2.9284110835092556,-1.9322697085569134,0.6923962821787876,1.7920589861486327,0.566112326558221,9
-0.9547834187099312,1.0891808497475872,-0.200914624042722,0.612112410762782,0.15357857023516733,0.5623681208983088,-0.4943162289461627,-1.2379462120370937,-0.0018580999350009736,-0.8494020116065223,0.6923962821787876,-0.5580173463760417,0.566112326558221,7
-0.5345189409054885,-0.6443198871305014,0.8903932923388435,-1.416249803550698,-1.4722807349241613,0.9370302853006167,-0.8041835834341607,0.2910196867601759,-0.9227998433031956,2.0898103086873983,0.6923962821787876,1.7920589861486327,-1.7664338914499096,5
-0.674607100173636,2.7263759901324485,-0.16193934131480897,-0.43104529945557923,0.42157735679989183,1.4956175122277284,-0.9901039961269529,-0.19546946285713684,-1.0902437966428684,-0.4626635484099539,0.6923962821787876,-0.5580173463760417,0.566112326558221,7
0.5161422536056186,-0.665721130795663,-0.5127168858660265,0.03258034953035908,-0.23948631672642862,-0.830693926742988,0.001471538234627554,0.3605181367055064,0.33302980674434296,-0.4626635484099539,0.6923962821787876,-0.5580173463760417,0.566112326558221,9
0.5161422536056186,-0.6015173998001782,-0.3957910376822873,-0.025372856592883207,1.1541073734101388,-0.18695620790630724,1.4888348397769982,-0.6124601625291195,0.24930783007450733,0.3108133779831829,0.6923962821787876,-0.5580173463760417,0.566112326558221,9
-0.9547834187099312,-0.7727273491214709,0.6175663132434521,-1.010577360688002,-1.34721463452729,0.8007894982452458,1.3648878979817924,0.4995150365961674,-1.173965773312704,-0.0759250852133855,0.6923962821787876,1.7920589861486327,-1.7664338914499096,5
-1.0248274983440049,1.6028106977114653,-0.8245191476893309,1.6552701209811431,1.2613068880360285,0.9847145607700117,-0.866157054331758,-0.26496791280246734,-0.9227998433031956,-0.2306204704920123,0.6923962821787876,1.7920589861486327,0.566112326558221,7
1.2165830499463564,0.8965696567611329,-0.94144499587307,0.8439252352557511,1.4578393315168265,-0.28913679819783544,-0.5562896998437601,-1.029450862201102,1.5051374801220458,0.3108133779831829,0.6923962821787876,-0.5580173463760417,0.566112326558221,9
-0.18429854273511959,-0.4517086941440471,-0.6686180167776786,0.09053355565360137,0.43944394257087344,-1.7537252590432246,-0.3083958162533705,-1.168447762091763,1.9237473634712254,-0.6947066263278948,0.6923962821787876,-0.5580173463760417,0.566112326558221,9
-0.4644748612714146,0.44714353979273963,-0.94144499587307,-0.7208113300717907,0.028512469838295886,-1.1883259927633747,-0.8041835834341607,-1.029450862201102,2.0911913168108964,-0.2306204704920123,0.6923962821787876,-0.5580173463760417,0.566112326558221,8
1.8469797666530203,2.4267585788201864,-0.16193934131480897,0.7280188230092666,0.850375415303451,1.7885352043967988,-0.43234275804856526,0.08252433692418518,-1.0902437966428684,0.3108133779831829,-1.444259632436594,-0.5580173463760417,0.566112326558221,7
0.1659218554352497,-0.43030745047888547,-0.7075932995055917,0.20643996790008595,1.5114390888297715,-0.3231969949616782,-0.4943162289461627,1.6114902357214547,-0.4204679832841805,-0.5400112410492673,-1.444259632436594,-0.5580173463760417,0.566112326558221,7
0.1659218554352497,0.4685447834579011,-0.35681575495437423,-0.31513888720909466,0.04637905560927752,-0.8272879070666188,-1.176024408819756,-1.0989493121464327,0.41675178341417857,-0.9267497042458357,0.6923962821787876,1.7920589861486327,0.566112326558221,8
-1.8653564539528904,-0.7085236181259861,0.2667887686922346,-0.6049049178253061,-1.1864153625884553,0.8178195966271672,0.5592327763130152,0.15202278686951567,-0.6716339132936888,0.07877030006524201,-1.444259632436594,-0.5580173463760417,-1.7664338914499096,3
0.09587777580117585,0.3401373214669317,-1.1752966922405483,-0.9526241545647598,0.26077808486105714,-0.9703407334747659,0.18739195092741975,-0.542961712583789,1.672581433461717,0.3108133779831829,0.6923962821787876,1.7920589861486327,0.566112326558221,9
